name,description,model,chassis,type,year,price,image,manufacturer_id,mechanical_details.engine,mechanical_details.cylinders,mechanical_details.fuel,mechanical_details.mileage,mechanical_details.transmission,mechanical_details.drivetrain,body_details.trim,body_details.doors,body_details.exterior_color,body_details.interior_color
Hyundai Santa Cruz 2.5L SE,"Atlas White 2024 Hyundai Santa Cruz SE AWD 8-Speed Automatic with SHIFTRONIC 2.5L I4Mastrovito Hyundai is proud to serve the drivers of Utica and Rome with a dedication to incredible customer service, and a wide selection of incredible new Hyundai models in Yorkville, NY. Our team proudly comes to work every day with the goal of meeting your needs and sending you back onto the roads of Central New York completely satisfied with your experience at Mastrovito Hyundai. Whether we can amaze you with incredible new and pre-owned vehicle selection, our dedication to incredible customer service or our transparent and accommodating auto loan and lease options, we look forward to serving you at Mastrovito Hyundai.
      
    Mastrovito Hyundai is proud to serve the drivers of Utica and Rome with a dedication to incredible customer service, and a wide selection of incredible new Hyundai models in Yorkville, NY. Our team proudly comes to work every day with the goal of meeting your needs and sending you back onto the roads of Manlius completely satisfied with your experience at Mastrovito Hyundai.",Santa Cruz,Pickup Truck,New,2024,30490.0,../static/img/vehicle_sample_pickup-truck.png,66a2529221c4bf0e6fe17979,16V PDI DOHC,4,Gasoline,1.0,8-Speed Automatic,All-wheel Drive,2.5L SE,4,Atlas,Gray
Chrysler Voyager LX,"3rd Row Seat,Keyless Start,Rear Spoiler,Black/Alloy/Black; Cloth Bucket Seats,Bright White Clearcoat,Engine: 3.6L V6 24V Vvt Upg I W/Ess,Quick Order Package 27E,Transmission: 9-Speed 948Te Automatic",Voyager,Van,New,2024,38954.0,../static/img/vehicle_sample_van.png,66a2529221c4bf0e6fe1797c,24V MPFI DOHC,6,Gasoline,8.0,9-Speed Automatic,Front-wheel Drive,LX,4,Bright White Clearcoat,Black
Ford Transit Connect XLT,"$2,989 off MSRP! Frozen White 2023 Ford Transit Connect XLT FWD 8-Speed Automatic I4 3.8 Axle Ratio, 4 Speakers, 4-Wheel Disc Brakes, ABS brakes, Air Conditioning, AM/FM radio: SiriusXM, AppLink/Apple CarPlay and Android Auto, Auto High-beam Headlights, Bodyside moldings, Brake assist, Bumpers: body-color, Cloth Front Bucket Seats, Compass, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Emergency communication system: SYNC 3 911 Assist, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front fog lights, Front reading lights, Front wheel independent suspension, Fully automatic headlights, Heated door mirrors, Illuminated entry, Low tire pressure warning, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power steering, Power windows, Radio data system, Radio: SYNC 3 w/o Navigation, Rain sensing wipers, Rear anti-roll bar, Remote keyless entry, Speed control, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Variably intermittent wipers, Wheels: 16'' Sparkle Silver-Painted Steel.24/26 City/Highway MPG
      
    ""Michigan's Top Trader""",Transit Connect,Van,New,2023,38036.0,../static/img/vehicle_sample_van.png,66a2529221c4bf0e6fe17978,"gasoline direct injection, DOHC, iVCT variable valve cont",4,Gasoline,4.0,8-Speed Automatic,Front-wheel Drive,XLT,4,Frozen White,Ebony
GMC Sierra 2500 Denali Ultimate,New vehicle pricing may reflect rebates or factory incentives. Eligibility for special pricing and other mark downs will be determined at the discretion of the dealer. Prices and terms of incentives or other special offers are subject to change. Not all customers will qualify for all rebates.,Sierra 2500,Pickup Truck,New,2024,96860.0,../static/img/vehicle_sample_pickup-truck.png,66a2529221c4bf0e6fe17974,32V DDI OHV Turbo Diesel,8,Diesel,0.0,10-Speed Automatic,Four-wheel Drive,Denali Ultimate,4,White Frost Tri-Coat,Alpine Umber
Kia Sportage SX,"Number one Kia Dealer in all of North CarolinaOur customers' health and safety are our top priorities. Here at Coastal Kia, we are taking the necessary preventative measures to ensure that you and your family stay safe if you need to purchase a vehicle or bring in your current vehicle for service during this time. Currently, our dealership is open for business. Visit our website for more details!",Sportage,SUV,New,2024,34635.0,../static/img/vehicle_sample_suv.png,66a2529221c4bf0e6fe1797d,16V PDI DOHC,4,Gasoline,1.0,8-Speed Automatic,Front-wheel Drive,SX,4,White,Black
Jeep Wagoneer L Base,"Heated Leather Seats, NAV, Sunroof, 3rd Row Seat, Power Liftgate, Turbo, Tow Hitch, ENGINE: 3.0L I6 HURRICANE SO TWIN TUR... PREMIUM GROUP I. Wagoneer L trim, Diamond Black Crystal Pearlcoat exterior and Global Black interior. CLICK ME!======KEY FEATURES INCLUDE: Leather Seats, Third Row Seat, Navigation, 4x4, Power Liftgate, Rear Air, Heated Driver Seat, Cooled Driver Seat, Running Boards, Premium Sound System, Satellite Radio, iPod/MP3 Input, Onboard Communications System, Trailer Hitch, Remote Engine Start. MP3 Player, Privacy Glass, Keyless Entry, Remote Trunk Release, Child Safety Locks. ======OPTION PACKAGES: PREMIUM GROUP I Wheels: 20 x 9.0 Premium 2 Aluminum, Reversible Carpet/Vinyl Cargo Mat, 3 Panel Sunroof, Adjustable Roof Rail Crossbars, Tires: 275/55R20 BSW All Season, CONVENIENCE GROUP I Active Lane Management System, Rack Cargo Management System, Side Distance Warning, Adaptive Cruise Control w/Stop & Go, Auto High Beam Headlamp Control, Surround View Camera System, 2nd Row Manual Window Shades, Rain Sensitive Windshield Wipers, Heated Second Row Seats, P&P Park & Unpark Assist w/Stop System, Wireless Charging Pad, TRANSMISSION: 8-SPEED AUTOMATIC (8HP75) (STD), ENGINE: 3.0L I6 HURRICANE SO TWIN TURBO ESS (STD). Jeep Wagoneer L with Diamond Black Crystal Pearlcoat exterior and Global Black interior features a Straight 6 Cylinder Engine with 420 HP at 5200 RPM. ======WHY BUY FROM US: All American Chrysler Jeep Dodge of Midland provides the residents of Midland, TX and surrounding areas with up to date inventories of new and pre-owned Chrysler, Dodge and Jeep vehicles. But that isnt all youll find! Our responsive staff can help you with financial matters, service your car, order OEM auto parts and more! We have the knowledge and experience to ensure you quality service. Come visit us today at 3801 W Wall St or call us. Plus TT&L and fees. Price contains all applicable dealer incentives and non-limited factory rebates. You may qualify for additional rebates; see dealer for details.
      
    Nobody beats a Midland Dodge deal.  Nobody.",Wagoneer L,SUV,New,2024,74366.0,../static/img/vehicle_sample_suv.png,66a2529221c4bf0e6fe17973,24V GDI DOHC Twin Turbo,6,Gasoline,4.0,8-Speed Automatic,Four-wheel Drive,Base,4,Diamond Black,Global Black
GMC Sierra 1500 Denali Ultimate,"10-Speed Automatic, 4WD, Alpine Umber Leather. White Frost Tricoat 2024 GMC Sierra 1500 Denali Ultimate 4WD 10-Speed Automatic EcoTec3 6.2L V8 Available at Mitch Hall in Lamesa. Price includes: $2750 - Buick & GMC Consumer Cash Program. Exp. 06/03/2024",Sierra 1500,Pickup Truck,New,2024,84405.0,../static/img/vehicle_sample_pickup-truck.png,66a2529221c4bf0e6fe17974,16V GDI OHV,8,Gasoline,12.0,10-Speed Automatic,Four-wheel Drive,Denali Ultimate,4,White Frost Tri-Coat,Alpine Umber
GMC Terrain AT4,"Looking for a dealer that doesn't play games? You just found it, we want this to be the best car buying experience you every had. We have no hidden fees of any kind, what we agree on is what you pay no more. Give us a call you won't be disappointed.",Terrain,SUV,New,2024,34940.0,../static/img/vehicle_sample_suv.png,66a2529221c4bf0e6fe17974,16V GDI DOHC Turbo,4,Gasoline,0.0,9-Speed Automatic,All-wheel Drive,AT4,4,Ebony Twilight Metallic,Jet Black
Jeep Compass Trailhawk,"Looking for a new car at an affordable price? This vehicle won't be on the lot long! This vehicle delivers the thrill of sport-oriented motoring in a value-oriented package. Prepare to be impressed! Turbocharger technology provides forced air induction, enhancing performance while preserving fuel economy. You will have a pleasant shopping experience that is fun, informative, and never high pressured. Stop by our dealership or give us a call for more information.",Compass,SUV,New,2024,38000.0,../static/img/vehicle_sample_suv.png,66a2529221c4bf0e6fe17973,"gasoline direct injection, DOHC, variable valve control,",4,Gasoline,10.0,Automatic,Four-wheel Drive,Trailhawk,4,Bright White Clearcoat,Ruby Red/Black
Ford Transit-350 Base,"Golden Circle Ford Lincoln has been family owned since 1979, so we know how to treat local folks as well as new visitors. Our service and parts department have won many awards. Our sales staff are Ford trained and certified specialists. We know how to show true southern hospitality. Internet price includes all applicable factory rebates. Contact dealer for details.",Transit-350,Van,New,2023,57000.0,../static/img/vehicle_sample_van.png,66a2529221c4bf0e6fe17978,24V GDI DOHC Twin Turbo,6,Gasoline,5581.0,10-Speed Automatic,Rear-wheel Drive,Base,3,White,Gray
Kia Sorento LX,"Sorento LX FWDWe at Matt Blatt are dedicated to serving all your automotive needs. Our sales department has one purpose: to exceed your expectations from test drive to delivery. Our professional sales team is committed to a no-pressure, high integrity approach to your ownership experience. We have three locations to serve you - Glassboro, Vineland and Atlantic City. Mention that you saw this ad on Cars.com!",Sorento,SUV,New,2024,33590.0,../static/img/vehicle_sample_suv.png,66a2529221c4bf0e6fe1797d,16V PDI DOHC,4,Gasoline,12.0,8-Speed Automatic,Front-wheel Drive,LX,4,Ebony Black,Black
Ford Edge Titanium,"$5,240 off MSRP!Agate Black Metallic 2024 Ford Edge Titanium (FCTP OUT) 4D Sport Utility AWD 8-Speed Automatic EcoBoost 2.0L I4 GTDi DOHC Turbocharged VCT 21/28 City/Highway MPG",Edge,SUV,New,2024,45995.0,../static/img/vehicle_sample_suv.png,66a2529221c4bf0e6fe17978,"t 2L I-4 gasoline direct injection, DOHC, variable valve",4,Gasoline,4723.0,8-Speed Automatic,All-wheel Drive,Titanium,4,Agate Black Metallic,Ebony
Nissan Pathfinder SL 4WD,"This Deep Ocean Blue Pearl 2024 Nissan Pathfinder SL would be a welcomed addition to your family/business. Visit www.Deerybrothers.com Deery Brothers Nissan - The Right Car, The Right Place, The Right Way. Experience the innovation that excites at Deery Brothers Nissan. Every Nissan is made to be noticed and built to last. To be sure you don't miss out, give us a call at (319)752-6000 and schedule a test drive. We are located at 200 S. Gear Avenue West Burlington IA 52655. We look forward to seeing you soon.Dealer Disclosure: Price does not include Sales Tax, Title, License, Registration, or $180 Documentation Fee. Price includes all applicable rebates and discounts. Some new vehicles may qualify for additional rebates and incentives based on place of residency, place of employment, memberships, organizations, current model of ownership, etc. Lease Incentive may be applied to the sale price when the lease incentive is greater than the retail incentive.",Pathfinder,SUV,New,2024,42155.0,../static/img/vehicle_sample_suv.png,66a2529221c4bf0e6fe17977,"6 gasoline direct injection, DOHC, variable valve control",6,Gasoline,6.0,Automatic,Four-wheel Drive,SL 4WD,4,Deep Ocean Blue Pearl,Charcoal
Dodge Hornet GT Plus,Gray Cray 2024 Dodge Hornet GT Plus AWD 9-Speed 948TE Automatic 2.0L I4 DOHC 21/29 City/Highway MPG Price includes: $500 - 2024 DJR National Retail Consumer Cash 24CR1. Exp. 06/03/2024Don't Like to waste time in a dealership? Call 913-780-3700 for a VIP Appointment!!! We'll have the car pulled up and ready for you to drive! We look forward to providing you with wonderful car buying experience!,Hornet,SUV,New,2024,42436.0,../static/img/vehicle_sample_suv.png,66a2529221c4bf0e6fe17975,16V GDI DOHC Turbo,4,Gasoline,18.0,9-Speed Automatic,All-wheel Drive,GT Plus,4,Gray,Black
Honda Passport TrailSport,"WHY BUY FROM US?Our dealership is one of the premier dealerships in the country. Our commitment to customer service is second to none. We offer one of the most comprehensive parts and service department in the automotive industry. Our primary concern is the satisfaction of our customers. Our online dealership was created to enhance the buying experience for each and every one of our internet customers.Check whether a vehicle is subject to open recalls for safety issues at safercar.gov
      
    The Luther Advantage provides an assortment of valuable savings, advantages and guarantees. Prices Clearly Marked, Top Trade-in Values, Free Carfax and Clean Title Guarantee on every Used Vehicle, Comprehensive Inspections and Extended Warranty on Used Vehicles. Ask your sales consultant today if your vehicle qualifies for the Luther Advantage!",Passport,SUV,New,2024,46350.0,../static/img/vehicle_sample_suv.png,66a2529221c4bf0e6fe17986,24V GDI SOHC,6,Gasoline,0.0,9-Speed Automatic,All-wheel Drive,TrailSport,4,Sky,Black
Kia Sportage X-Pro Prestige,"2024 Kia Sportage I4 AWD X-Pro Prestige Glacier White Pearl/Ebony Black Roof 8-Speed AutomaticPrice Guarantee Find a better price? We'll refund the difference. 
No-Questions Returns 
Change your mind? Bring it back.",Sportage,SUV,New,2024,39935.0,../static/img/vehicle_sample_suv.png,66a2529221c4bf0e6fe1797d,16V PDI DOHC,4,Gasoline,12.0,8-Speed Automatic,All-wheel Drive,X-Pro Prestige,4,Glacier White Pearl,Black
Kia Sportage X-Line,"Number one Kia Dealer in all of North CarolinaOur customers' health and safety are our top priorities. Here at Coastal Kia, we are taking the necessary preventative measures to ensure that you and your family stay safe if you need to purchase a vehicle or bring in your current vehicle for service during this time. Currently, our dealership is open for business. Visit our website for more details!",Sportage,SUV,New,2024,35040.0,../static/img/vehicle_sample_suv.png,66a2529221c4bf0e6fe1797d,16V PDI DOHC,4,Gasoline,1.0,8-Speed Automatic,All-wheel Drive,X-Line,4,Black,Black
Mercedes-Benz Sprinter 2500 144 WB Standard Roof Crew,"2024 Mercedes-Benz Sprinter 2500 Crew 144 WB All prices plus sales tax, tag and titling, and dealer service fee of $999.00, which represents cost and profits to the selling dealer for items such as cleaning, inspecting, adjusting new vehicles and preparing documents related to the sale.We not only feature an expansive selection of new, used, and certified pre-owned vehicles, but we also feature benefits that complement our wide selection of vehicles. Our Crown Confidence Plan brings peace of mind to your next vehicle purchase by featuring vehicles that have passed a 101 multi-point inspection, and each feature an exclusive 100,000-mile warranty.",Sprinter 2500,Van,New,2024,61276.0,../static/img/vehicle_sample_van.png,66a2529221c4bf0e6fe17985,16V DDI DOHC Turbo Diesel,4,Diesel,10.0,9-Speed Automatic,Rear-wheel Drive,144 WB Standard Roof Crew,3,Arctic White,Black
